Japanese,English,Reading
ハイソサエティ,high society,ハイソサエティ
ハイソックス,knee socks,ハイソックス
ハイタッチ,high five,ハイタッチ
ハイツ,heights,ハイツ
ハイティーン,late teens,ハイティーン
ハイテク,high-tech,ハイテク
ハイテンポ,high tempo,ハイテンポ
ハイディング,hiding,ハイディング
ハイドロカルチャー,hydroculture,ハイドロカルチャー
ハイドロプレーニング,hydroplaning,ハイドロプレーニング
ハイドロプレーン,hydroplane,ハイドロプレーン
ハイドロポニック,hydroponics,ハイドロポニック
ハイドン,Haydn,ハイドン
ハイネック,high-necked,ハイネック
ハイパー,hyper,ハイパー
ハイパーマーケット,hypermarket,ハイパーマーケット
ハイパワー,high power,ハイパワー
ハイヒール,high heels,ハイヒール
ハイビジョン,high-definition television,ハイビジョン
ハイビスカス,hibiscus,ハイビスカス
ハイピッチ,high pitch,ハイピッチ
ハイファイ,hi-fi,ハイファイ
ハイファッション,high fashion,ハイファッション
ハイフネーション,hyphenation,ハイフネーション
ハイフン,hyphen,ハイフン
ハイブラウ,highbrow,ハイブラウ
ハイブリードマ,hybridoma,ハイブリードマ
ハイブリッド,hybrid,ハイブリッド
ハイブリッドコンピューター,hybrid computer,ハイブリッドコンピューター
ハイペース,quick pace,ハイペース
ハイボール,highball,ハイボール
ハイマート,homeland,ハイマート
ハイミス,older unmarried woman,ハイミス
ハイム,home,ハイム
ハイヤー,hired car with driver,ハイヤー
ハイラーテン,to marry,ハイラーテン
ハイラート,marriage,ハイラート
ハイライト,highlight,ハイライト
ハイランド,highland,ハイランド
ハイル,live long!,ハイル
ハイレグ,high-leg leotard,ハイレグ
ハイレベル,high-level,ハイレベル
ハイレベルレンゲージ,high-level language,ハイレベルレンゲージ
ハウ,how,ハウ
ハウジング,housing (i.e. accommodation),ハウジング
ハウス,house,ハウス
ハウスウエア,housewares,ハウスウエア
ハウスオーガン,house organ,ハウスオーガン
ハウスカード,credit card issued by a particular store or business,ハウスカード
ハウスキーパー,housekeeper,ハウスキーパー
ハウスキーピング,housekeeping,ハウスキーピング
ハウスクリーニング,housecleaning,ハウスクリーニング
ハウスダスト,house dust,ハウスダスト
ハウスハズバンド,househusband,ハウスハズバンド
ハウスホールド,household,ハウスホールド
ハウスマヌカン,sales clerk in a fancy boutique clothing store,ハウスマヌカン
ハウスワイフ,housewife,ハウスワイフ
ハウツー,how-to (guide),ハウツー
ハウリング,audio feedback,ハウリング
ハザード,hazard,ハザード
ハザードランプ,hazard flashers,ハザードランプ
ハスキー,husky,ハスキー
ハスキーボイス,husky voice,ハスキーボイス
ハスラー,hustler,ハスラー
ハズハント,husband hunt,ハズハント
ハズバンド,husband,ハズバンド
ハダル,Hadar (star in the constellation Centaurus),ハダル
ハチ公,Hachikō,ハチこう
ハッカー,hacker,ハッカー
ハッキング,hacking,ハッキング
ハック,hack,ハック
ハッシュ,"hash (function, table, etc.)",ハッシュ
ハッスル,hustle,ハッスル
ハッチ,hatch,ハッチ
ハッチバック,hatchback,ハッチバック
ハット,hat,ハット
ハッピー,happy,ハッピー
ハッピーエンド,happy ending,ハッピーエンド
ハッピーコート,happi coat (esp. one designed in a western style),ハッピーコート
ハッブル望遠鏡,Hubble Telescope,ハッブルぼうえんきょう
ハツ,animal heart (usu. grilled on skewers),ハツ
ハドック,haddock (Melanogrammus aeglefinus),ハドック
ハニー,honey,ハニー
ハネムーン,honeymoon,ハネムーン
河内,Hanoi (Vietnam),ハノイ
ハフニウム,hafnium (Hf),ハフニウム
ハプニング,(unexpected) incident,ハプニング
ハペニング,happening,ハペニング
ハミング,humming,ハミング
ハム,ham (cured pig meat),ハム
ハムエッグ,ham and eggs,ハムエッグ
ハムサラダ,ham salad,ハムサラダ
ハムスター,hamster,ハムスター
ハモる,to harmonize,ハモる
ハモンドオルガン,Hammond organ,ハモンドオルガン
ハヤシライス,hashed meat with rice,ハヤシライス
ハラショー,good,ハラショー
ハラハラ,to feel anxious,ハラハラ
ハリケーン,hurricane,ハリケーン
ハルマゲドン,Armageddon,ハルマゲドン
ハレーション,"halation (i.e. in photography, a halo-effect when additional light leaks out around the subject)",ハレーション
ハレルヤ,hallelujah,ハレルヤ
ハロー,halo,ハロー
ハロウィン,Halloween,ハロウィン
ハロゲン,halogen,ハロゲン
ハロン,halon,ハロン
布哇,Hawaii,ハワイ
ハワイアンギター,Hawaiian guitar,ハワイアンギター
ハンカチ,handkerchief,ハンカチ
ハンカチーフ,handkerchief,ハンカチーフ
ハンガー,(aircraft) hangar,ハンガー
ハンガーストライキ,hunger strike,ハンガーストライキ
洪牙利,Hungary,ハンガリー
ハンギングプラント,hanging plant,ハンギングプラント
ハング,hang,ハング
ハングアップ,hung-up,ハングアップ
ハンググライダー,hang glider,ハンググライダー
ハングテン,hang ten (surfing),ハングテン
ハングリー,hungry (e.g. for success),ハングリー
ハングリーマーケット,hungry market,ハングリーマーケット
ハングル,hangul (Korean script),ハングル
ハンサム,handsome,ハンサム
ハンスト,hunger strike,ハンスト
ハンセン病,Hansen's disease,ハンセンびょう
ハンター,hunter,ハンター
ハンターキラー,hunter killer,ハンターキラー
ハンチング,hunting,ハンチング
ハンティング,hunting,ハンティング
ハンディムック,"small, cheap book in the style of a magazine",ハンディムック
ハンディキャップ,handicap,ハンディキャップ
ハンディクラフト,handicraft,ハンディクラフト
ハント,hunt,ハント
ハンド,hand,ハンド
ハンドアウト,handout,ハンドアウト
ハンドカート,handcart,ハンドカート
ハンドシェーク,handshake,ハンドシェーク
ハンドニット,hand-knit,ハンドニット
ハンドバッグ,handbag,ハンドバッグ
ハンドブック,handbook,ハンドブック
ハンドボール,handball,ハンドボール
ハンドメイド,handmade,ハンドメイド
ハンドラ,handler,ハンドラ
ハンドリング,handling,ハンドリング
ハンドル,handle,ハンドル
ハンドローション,hand lotion,ハンドローション
ハンドワーク,handwork,ハンドワーク
ハンバーガー,hamburger (on a bun),ハンバーガー
ハンバーグ,Hamburg steak,ハンバーグ
ハンバーグステーキ,Hamburg steak,ハンバーグステーキ
ハンブル,humble,ハンブル
ハンマー,hammer,ハンマー
ハンモック,hammock,ハンモック
ハ音記号,C clef,ハおんきごう
は行,"the ""ha"" column of the Japanese syllabary table (ha, hi, fu, he, ho)",はぎょう
ハ短調,C minor,ハたんちょう
ハ長調,C major,ハちょうちょう
バー,bar,バー
バーガー,burger,バーガー
バークリウム,berkelium (Bk),バークリウム
バーゲニングパワー,bargaining power,バーゲニングパワー
バーゲン,bargain,バーゲン
バーゲンセール,bargain sale,バーゲンセール
バーコード,bar code,バーコード
バージニア,Virginia,バージニア
バージニティー,virginity,バージニティー
バージョン,version,バージョン
バージョンアップ,updating a software version,バージョンアップ
バージン,virgin,バージン
バージンロード,(wedding) aisle,バージンロード
バース,berth,バース
バースコントロール,birth control,バースコントロール
バースデー,birthday,バースデー
バースト,"burst (tire, pipe, etc.)",バースト
バーター,barter,バーター
バーチカルマーケティング,vertical marketing,バーチカルマーケティング
バーチャル,virtual,バーチャル
バーチャルサーキット,virtual circuit,バーチャルサーキット
バーチャルリアリティ,virtual reality,バーチャルリアリティ
バーテン,bartender,バーテン
バーテンダー,bartender,バーテンダー
バーディー,birdie,バーディー
バードウォッチング,birdwatching,バードウォッチング
バートカービング,bird carving,バートカービング
バードコール,birdcall,バードコール
バードサンクチュアリー,bird sanctuary,バードサンクチュアリー
バーナー,burner,バーナー
バーバー,barber,バーバー
バーバリズム,barbarism,バーバリズム
バーベキュー,barbecue,バーベキュー
バーベル,barbell,バーベル
バーボン,bourbon,バーボン
バミューダショーツ,Bermuda shorts,バミューダショーツ
バミューダトライアングル,Bermuda Triangle,バミューダトライアングル
バーミンガム,Birmingham,バーミンガム
バーモント,Vermont,バーモント
バール,bar,バール
バーレスク,burlesque,バーレスク
バレル,barrel,バレル
バーンアウトシンドローム,burn-out syndrome,バーンアウトシンドローム
バイ,bye,バイ
バイアス,bias,バイアス
バイアスロン,biathlon,バイアスロン
バイイングパワー,buying power,バイイングパワー
バイオ,bio-,バイオ
バイオエシックス,bioethics,バイオエシックス
バイオエレクトロニクス,bioelectronics,バイオエレクトロニクス
バイオガス,biogas,バイオガス
バイオグラフィー,biography,バイオグラフィー
バイオコンバーション,bioconversion,バイオコンバーション
バイオコンピューター,biocomputer,バイオコンピューター
バイオサイエンス,bioscience,バイオサイエンス
バイオセンサー,biosensor,バイオセンサー
バイオチップ,biochip,バイオチップ
バイオテクノロジー,biotechnology,バイオテクノロジー
バイオテレメトリー,biotelemetry,バイオテレメトリー
バイオトロン,biotron,バイオトロン
